masculins	ADJ	masculin
22	NUM	@card@
honneur	NOM	honneur
pays	NOM	pays
riolais-val	ADJ	riolais-val
gray	NOM	gray
29	NUM	@card@
-	PUN	-
16	NUM	@card@
noidans-vesoul	NOM	noidans-vesoul
42	NUM	@card@
-	PUN	-
10	NUM	@card@
villersexel-palente	NOM	villersexel-palente
14	NUM	@card@
-	PUN	-
34	NUM	@card@
grandfontaine-pouilley	NOM	grandfontaine-pouilley
14	NUM	@card@
-	PUN	-
7	NUM	@card@
mjc	NOM	mjc
vauv	NOM	vauv
.	SENT	.
b-melisey	NOM	b-melisey
22	NUM	@card@
-	PUN	-
35	NUM	@card@
fougerolles-clerval	NOM	fougerolles-clerval
37	NUM	@card@
-	PUN	-
14	NUM	@card@
bavans	ADJ	bavans
selonc-bauhb	NOM	selonc-bauhb
21	NUM	@card@
-	PUN	-
21	NUM	@card@
beex	NOM	beex
va-ascap	NOM	va-ascap
17	NUM	@card@
-	PUN	-
21	NUM	@card@
moirans-fraisans	NOM	moirans-fraisans
13	NUM	@card@
-	PUN	-
7	NUM	@card@
arbois-chaussin	NOM	arbois-chaussin
27	NUM	@card@
-	PUN	-
9	NUM	@card@
pontarlier	NOM	pontarlier
b-esb	NOM	b-esb
b	VER:subi	b
19	NUM	@card@
-	PUN	-
23	NUM	@card@
gilley-maîche	NOM	gilley-maîche
30	NUM	@card@
-	PUN	-
6	NUM	@card@
morteau-orchamps	NOM	morteau-orchamps
v.	ABR	v.
36	NUM	@card@
-	PUN	-
9	NUM	@card@
esb	NOM	esb
d-ornans	ADJ	d-ornans
21	NUM	@card@
-	PUN	-
25	NUM	@card@
moins	ADV	moins
13	NUM	@card@
ans	NOM	an
excellence	NOM	excellence
esb	NOM	esb
a-melisey	ADJ	a-melisey
32	NUM	@card@
-	PUN	-
7	NUM	@card@
noidans-morteau	NOM	noidans-morteau
15	NUM	@card@
-	PUN	-
17	NUM	@card@
pontarlier-bauhb	NOM	pontarlier-bauhb
16	NUM	@card@
-	PUN	-
27	NUM	@card@
honneur	NOM	honneur
val	NOM	val
gray-pays	NOM	gray-pays
riolais	VER:impf	riolais
22	NUM	@card@
-	PUN	-
21	NUM	@card@
val	NOM	val
de	PRP	de
saône-noidans	NOM	saône-noidans
b	VER:subi	b
20	NUM	@card@
-	PUN	-
4	NUM	@card@
pouilley-st	NOM	pouilley-st
vit	VER:pres	vivre
b	VER:pper	b
18	NUM	@card@
-	PUN	-
2	NUM	@card@
esb	NOM	esb
d-val	ADJ	d-val
ognon	NOM	ognon
9	NUM	@card@
-	PUN	-
14	NUM	@card@
fougerolles-lure	NOM	fougerolles-lure
29	NUM	@card@
-	PUN	-
2	NUM	@card@
melisey-mjc	NOM	melisey-mjc
vauvillers	NOM	vauvillers
8	NUM	@card@
-	PUN	-
17	NUM	@card@
chaussin-lons	NOM	chaussin-lons
14	NUM	@card@
-	PUN	-
20	NUM	@card@
moirans-dole	NOM	moirans-dole
19	NUM	@card@
-	PUN	-
9	NUM	@card@
lons	ADJ	lons
b-champagnole	NOM	b-champagnole
7	NUM	@card@
-	PUN	-
13	NUM	@card@
esb	NOM	esb
c-arbois	VER:pres	c-arbois
b	VER:pper	b
24	NUM	@card@
-	PUN	-
6	NUM	@card@
gilley-maîche	NOM	gilley-maîche
34	NUM	@card@
-	PUN	-
3	NUM	@card@
saône-palente	ADJ	saône-palente
orch	NOM	orch
9	NUM	@card@
-	PUN	-
19	NUM	@card@
orchamps	NOM	orchamps
vennes-ornans	ADJ	vennes-ornans
4	NUM	@card@
-	PUN	-
7	NUM	@card@
